dataset,trial,epsilon,alpha,n,model_error,num_policies,oracle_grid_budget_saved,oracle_grid_error,method,m,radius,selected_threshold,empirical_loss,ucb,realized_error,budget_saved,avg_cost,violated
ImageNet,267,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0787,0.09907645696748481,0.07936,0.76466,0.23534,0.0
ImageNet,267,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3468605875968933,0.0877,0.09993873415340408,0.08798,0.78666,0.21333999999999997,0.0
ImageNet,268,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0791,0.0994764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,268,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3516644835472107,0.0877,0.09993873415340408,0.08926,0.78996,0.21004,0.0
ImageNet,269,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0781,0.0984764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,269,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3600955009460449,0.0877,0.09993873415340408,0.09122,0.79452,0.20548,0.0
ImageNet,270,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0785,0.0988764569674848,0.07676,0.75832,0.24168,0.0
ImageNet,270,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33692991733551025,0.0877,0.09993873415340408,0.08568,0.78092,0.21908000000000005,0.0
ImageNet,271,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0795,0.0998764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,271,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3390701413154602,0.0877,0.09993873415340408,0.0861,0.7821,0.21789999999999998,0.0
ImageNet,272,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0796,0.0999764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,272,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3398377299308777,0.0877,0.09993873415340408,0.0863,0.78248,0.21752000000000005,0.0
ImageNet,273,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.325,0.0791,0.0994764569674848,0.0831,0.77376,0.22624,0.0
ImageNet,273,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3614642024040222,0.0876,0.09983873415340408,0.09154,0.79524,0.20476000000000005,0.0
ImageNet,274,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0793,0.0996764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,274,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3390292525291443,0.0877,0.09993873415340408,0.08604,0.78204,0.21796000000000004,0.0
ImageNet,275,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0783,0.0986764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,275,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3530195951461792,0.0877,0.09993873415340408,0.08966,0.79076,0.20923999999999998,0.0
ImageNet,276,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0791,0.0994764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,276,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33041393756866455,0.0877,0.09993873415340408,0.0842,0.77698,0.22302,0.0
ImageNet,277,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.29,0.0788,0.0991764569674848,0.07452,0.75238,0.24761999999999995,0.0
ImageNet,277,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.32506513595581055,0.0877,0.09993873415340408,0.0831,0.77376,0.22624,0.0
ImageNet,278,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.325,0.0795,0.0998764569674848,0.0831,0.77376,0.22624,0.0
ImageNet,278,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3596240282058716,0.0877,0.09993873415340408,0.09106,0.79422,0.20577999999999996,0.0
ImageNet,279,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0789,0.0992764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,279,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3600305914878845,0.0876,0.09983873415340408,0.0912,0.79448,0.20552000000000004,0.0
ImageNet,280,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0792,0.09957645696748481,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,280,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33681631088256836,0.0877,0.09993873415340408,0.08566,0.78082,0.21918000000000004,0.0
ImageNet,281,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0784,0.0987764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,281,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3416329026222229,0.0877,0.09993873415340408,0.08668,0.78352,0.21648,0.0
ImageNet,282,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0792,0.09957645696748481,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,282,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3436005115509033,0.0877,0.09993873415340408,0.08724,0.78468,0.21531999999999996,0.0
ImageNet,283,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0791,0.0994764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,283,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33935683965682983,0.0877,0.09993873415340408,0.08616,0.78222,0.21777999999999997,0.0
ImageNet,284,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.078,0.0983764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,284,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3473626375198364,0.0877,0.09993873415340408,0.08812,0.78704,0.21296000000000004,0.0
ImageNet,285,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0794,0.0997764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,285,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35153883695602417,0.0877,0.09993873415340408,0.08916,0.78982,0.21018000000000003,0.0
ImageNet,286,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.078,0.0983764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,286,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33879220485687256,0.0877,0.09993873415340408,0.086,0.7819,0.21809999999999996,0.0
ImageNet,287,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0794,0.0997764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,287,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3516644835472107,0.0877,0.09993873415340408,0.08926,0.78996,0.21004,0.0
ImageNet,288,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0792,0.09957645696748481,0.07936,0.76466,0.23534,0.0
ImageNet,288,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.355175256729126,0.0876,0.09983873415340408,0.0903,0.7921,0.20789999999999997,0.0
ImageNet,289,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0784,0.0987764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,289,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35907357931137085,0.0877,0.09993873415340408,0.09092,0.79384,0.20616,0.0
ImageNet,290,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0791,0.0994764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,290,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34970682859420776,0.0877,0.09993873415340408,0.0887,0.78856,0.21143999999999996,0.0
ImageNet,291,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0792,0.09957645696748481,0.07676,0.75832,0.24168,0.0
ImageNet,291,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3423804044723511,0.0876,0.09983873415340408,0.08694,0.78406,0.21594000000000002,0.0
ImageNet,292,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.079,0.0993764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,292,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3348594903945923,0.0877,0.09993873415340408,0.0852,0.7797,0.22030000000000005,0.0
ImageNet,293,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0791,0.0994764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,293,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33592402935028076,0.0877,0.09993873415340408,0.08544,0.78028,0.21972000000000003,0.0
ImageNet,294,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0795,0.0998764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,294,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34506410360336304,0.0877,0.09993873415340408,0.0876,0.78546,0.21453999999999995,0.0
ImageNet,295,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0785,0.0988764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,295,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34963297843933105,0.0877,0.09993873415340408,0.08866,0.7885,0.21150000000000002,0.0
ImageNet,296,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0796,0.0999764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,296,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35135167837142944,0.0877,0.09993873415340408,0.08908,0.78968,0.21031999999999995,0.0
ImageNet,297,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0793,0.0996764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,297,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3516618013381958,0.0877,0.09993873415340408,0.08924,0.78994,0.21006000000000002,0.0
ImageNet,298,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0789,0.0992764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,298,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3428056240081787,0.0877,0.09993873415340408,0.08706,0.78424,0.21575999999999995,0.0
ImageNet,299,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0787,0.09907645696748481,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,299,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3486224412918091,0.0877,0.09993873415340408,0.08836,0.7878,0.21220000000000006,0.0
ImageNet,300,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0784,0.0987764569674848,0.07676,0.75832,0.24168,0.0
ImageNet,300,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3396257162094116,0.0877,0.09993873415340408,0.08622,0.78238,0.21762000000000004,0.0
ImageNet,301,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0794,0.0997764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,301,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.32991963624954224,0.0877,0.09993873415340408,0.08408,0.77674,0.22326000000000001,0.0
ImageNet,302,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0795,0.0998764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,302,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33692991733551025,0.0877,0.09993873415340408,0.08568,0.78092,0.21908000000000005,0.0
ImageNet,303,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.315,0.0793,0.0996764569674848,0.08054,0.7677,0.23229999999999995,0.0
ImageNet,303,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.353493869304657,0.0877,0.09993873415340408,0.08984,0.7911,0.20889999999999997,0.0
ImageNet,304,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0786,0.0989764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,304,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3398377299308777,0.0876,0.09983873415340408,0.0863,0.78248,0.21752000000000005,0.0
ImageNet,305,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0792,0.09957645696748481,0.07936,0.76466,0.23534,0.0
ImageNet,305,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3507828712463379,0.0877,0.09993873415340408,0.0889,0.78926,0.21074000000000004,0.0
ImageNet,306,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0785,0.0988764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,306,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34956443309783936,0.0877,0.09993873415340408,0.08862,0.78844,0.21155999999999997,0.0
ImageNet,307,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.078,0.0983764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,307,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3430330157279968,0.0877,0.09993873415340408,0.08712,0.78438,0.21562000000000003,0.0
ImageNet,308,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0793,0.0996764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,308,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.34282970428466797,0.0877,0.09993873415340408,0.08708,0.78426,0.21574000000000004,0.0
ImageNet,309,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0783,0.0986764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,309,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3507934808731079,0.0877,0.09993873415340408,0.08892,0.78928,0.21072000000000002,0.0
ImageNet,310,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.29,0.0787,0.09907645696748481,0.07452,0.75238,0.24761999999999995,0.0
ImageNet,310,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.32610249519348145,0.0877,0.09993873415340408,0.08336,0.7745,0.22550000000000003,0.0
ImageNet,311,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.28500000000000003,0.0783,0.0986764569674848,0.07308,0.74932,0.25068,0.0
ImageNet,311,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3196977972984314,0.0877,0.09993873415340408,0.08158,0.77028,0.22972000000000004,0.0
ImageNet,312,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0783,0.0986764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,312,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35950249433517456,0.0877,0.09993873415340408,0.09096,0.79412,0.20587999999999995,0.0
ImageNet,313,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0789,0.0992764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,313,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.33166050910949707,0.0877,0.09993873415340408,0.08458,0.7779,0.22209999999999996,0.0
ImageNet,314,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0782,0.09857645696748481,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,314,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3441004157066345,0.0877,0.09993873415340408,0.08732,0.78486,0.21514,0.0
ImageNet,315,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0796,0.0999764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,315,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.336404025554657,0.0877,0.09993873415340408,0.08556,0.78062,0.21938000000000002,0.0
ImageNet,316,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.31,0.0796,0.0999764569674848,0.07936,0.76466,0.23534,0.0
ImageNet,316,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3428056240081787,0.0876,0.09983873415340408,0.08706,0.78424,0.21575999999999995,0.0
ImageNet,317,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.305,0.0781,0.0984764569674848,0.0779,0.76128,0.23872000000000004,0.0
ImageNet,317,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3428056240081787,0.0877,0.09993873415340408,0.08706,0.78424,0.21575999999999995,0.0
ImageNet,318,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0778,0.0981764569674848,0.07676,0.75832,0.24168,0.0
ImageNet,318,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3383467197418213,0.0877,0.09993873415340408,0.08592,0.78168,0.21831999999999996,0.0
ImageNet,319,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.295,0.0795,0.0998764569674848,0.07578,0.75534,0.24466,0.0
ImageNet,319,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.32797807455062866,0.0877,0.09993873415340408,0.08374,0.77574,0.22426000000000001,0.0
ImageNet,320,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.33,0.0795,0.0998764569674848,0.0841,0.77682,0.22318000000000005,0.0
ImageNet,320,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.36367499828338623,0.0877,0.09993873415340408,0.0922,0.79656,0.20343999999999995,0.0
ImageNet,321,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.34500000000000003,0.0795,0.0998764569674848,0.0876,0.78546,0.21453999999999995,0.0
ImageNet,321,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.37243032455444336,0.0877,0.09993873415340408,0.09446,0.80124,0.19876000000000005,0.0
ImageNet,322,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.3,0.0779,0.0982764569674848,0.07676,0.75832,0.24168,0.0
ImageNet,322,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.3352528214454651,0.0877,0.09993873415340408,0.08528,0.77996,0.22004,0.0
ImageNet,323,0.1,0.05,50000,0.21688,202,0.81178,0.09938,fixed_price_uniform_ucb,10000,0.020376456967484798,0.32,0.0796,0.0999764569674848,0.08168,0.77054,0.22946,0.0
ImageNet,323,0.1,0.05,50000,0.21688,202,0.81178,0.09938,original_pac_hoeffding,10000,0.012238734153404082,0.35644543170928955,0.0877,0.09993873415340408,0.09046,0.7927,0.20730000000000004,0.0
