dataset,trial,epsilon,alpha,n,model_error,num_policies,oracle_grid_budget_saved,oracle_grid_error,method,m,radius,selected_threshold,empirical_loss,ucb,realized_error,budget_saved,avg_cost,violated
ImageNet,326,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.4965968728065491,0.1377,0.14993873415340409,0.13244,0.87668,0.12331999999999999,0.0
ImageNet,327,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1282,0.1485764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,327,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5027055144309998,0.1377,0.14993873415340409,0.13456,0.88054,0.11946000000000001,0.0
ImageNet,328,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.505,0.1294,0.1497764569674848,0.13516,0.88168,0.11831999999999998,0.0
ImageNet,328,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5295586585998535,0.1377,0.14993873415340409,0.14294,0.89544,0.10455999999999999,0.0
ImageNet,329,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.47500000000000003,0.1289,0.1492764569674848,0.12498,0.86284,0.13715999999999995,0.0
ImageNet,329,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.4976087212562561,0.1377,0.14993873415340409,0.13278,0.8773,0.12270000000000003,0.0
ImageNet,330,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.47000000000000003,0.1291,0.1494764569674848,0.12338,0.85986,0.14014000000000004,0.0
ImageNet,330,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.4964410066604614,0.1377,0.14993873415340409,0.13238,0.8766,0.12339999999999995,0.0
ImageNet,331,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1295,0.1498764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,331,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.506342738866806,0.1377,0.14993873415340409,0.1357,0.88242,0.11758000000000002,0.0
ImageNet,332,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1288,0.1491764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,332,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5139280557632446,0.1377,0.14993873415340409,0.13818,0.88698,0.11302000000000001,0.0
ImageNet,333,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.128,0.1483764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,333,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5141260325908661,0.1377,0.14993873415340409,0.13832,0.88716,0.11284000000000005,0.0
ImageNet,334,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.128,0.1483764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,334,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5196352303028107,0.1377,0.14993873415340409,0.13992,0.89002,0.10997999999999997,0.0
ImageNet,335,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.495,0.1282,0.1485764569674848,0.13186,0.87568,0.12431999999999999,0.0
ImageNet,335,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5226468443870544,0.1377,0.14993873415340409,0.14088,0.89186,0.10814000000000001,0.0
ImageNet,336,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.46,0.1279,0.14827645696748482,0.1197,0.85322,0.14678000000000002,0.0
ImageNet,336,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.48843711614608765,0.1377,0.14993873415340409,0.1296,0.87172,0.12827999999999995,0.0
ImageNet,337,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1286,0.1489764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,337,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5103136003017426,0.1377,0.14993873415340409,0.13698,0.88468,0.11531999999999998,0.0
ImageNet,338,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.495,0.1288,0.1491764569674848,0.13186,0.87568,0.12431999999999999,0.0
ImageNet,338,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5236537456512451,0.1377,0.14993873415340409,0.14118,0.89228,0.10772000000000004,0.0
ImageNet,339,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.465,0.1282,0.1485764569674848,0.12138,0.85624,0.14376,0.0
ImageNet,339,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.4982061982154846,0.1377,0.14993873415340409,0.13306,0.87784,0.12216000000000005,0.0
ImageNet,340,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1292,0.1495764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,340,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5030261278152466,0.1377,0.14993873415340409,0.13466,0.88074,0.11926000000000003,0.0
ImageNet,341,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1294,0.1497764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,341,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5177032351493835,0.1377,0.14993873415340409,0.1393,0.8889,0.11109999999999998,0.0
ImageNet,342,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1287,0.1490764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,342,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5035358369350433,0.1377,0.14993873415340409,0.13478,0.88104,0.11895999999999995,0.0
ImageNet,343,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1284,0.1487764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,343,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5057353675365448,0.1377,0.14993873415340409,0.13548,0.8822,0.11780000000000002,0.0
ImageNet,344,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1284,0.1487764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,344,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5134470462799072,0.1377,0.14993873415340409,0.13798,0.88674,0.11326000000000003,0.0
ImageNet,345,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1291,0.1494764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,345,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5188625156879425,0.1376,0.1498387341534041,0.13962,0.88956,0.11043999999999998,0.0
ImageNet,346,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.495,0.1282,0.1485764569674848,0.13186,0.87568,0.12431999999999999,0.0
ImageNet,346,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5205996930599213,0.1377,0.14993873415340409,0.14022,0.89062,0.10938000000000003,0.0
ImageNet,347,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.47500000000000003,0.1286,0.1489764569674848,0.12498,0.86284,0.13715999999999995,0.0
ImageNet,347,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5087003111839294,0.1377,0.14993873415340409,0.1365,0.88378,0.11621999999999999,0.0
ImageNet,348,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.5,0.129,0.1493764569674848,0.1337,0.87904,0.12095999999999996,0.0
ImageNet,348,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5319315195083618,0.1377,0.14993873415340409,0.14366,0.89676,0.10324,0.0
ImageNet,349,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1283,0.1486764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,349,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.513631135225296,0.1377,0.14993873415340409,0.13804,0.88684,0.11316000000000004,0.0
ImageNet,350,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.495,0.1292,0.1495764569674848,0.13186,0.87568,0.12431999999999999,0.0
ImageNet,350,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5263238251209259,0.1377,0.14993873415340409,0.14198,0.89364,0.10636000000000001,0.0
ImageNet,351,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1289,0.1492764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,351,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5156579315662384,0.1377,0.14993873415340409,0.13886,0.8879,0.11209999999999998,0.0
ImageNet,352,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1291,0.1494764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,352,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.504009485244751,0.1377,0.14993873415340409,0.13494,0.8813,0.11870000000000003,0.0
ImageNet,353,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.129,0.1493764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,353,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5062074661254883,0.1377,0.14993873415340409,0.1356,0.88232,0.11768,0.0
ImageNet,354,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1295,0.1498764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,354,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5094002485275269,0.1377,0.14993873415340409,0.1366,0.88408,0.11592000000000002,0.0
ImageNet,355,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1284,0.1487764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,355,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5192336738109589,0.1377,0.14993873415340409,0.13976,0.88978,0.11021999999999998,0.0
ImageNet,356,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1287,0.1490764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,356,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.51373291015625,0.1377,0.14993873415340409,0.13812,0.88692,0.11307999999999996,0.0
ImageNet,357,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1282,0.1485764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,357,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5237739384174347,0.1376,0.1498387341534041,0.14128,0.89242,0.10758000000000001,0.0
ImageNet,358,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1288,0.1491764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,358,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5193478763103485,0.1377,0.14993873415340409,0.13982,0.88986,0.11014000000000002,0.0
ImageNet,359,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1293,0.1496764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,359,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5126766264438629,0.1376,0.1498387341534041,0.13768,0.88626,0.11373999999999995,0.0
ImageNet,360,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1278,0.1481764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,360,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.507398933172226,0.1377,0.14993873415340409,0.13612,0.88318,0.11682000000000003,0.0
ImageNet,361,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1294,0.1497764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,361,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5078738033771515,0.1377,0.14993873415340409,0.1363,0.88346,0.11653999999999998,0.0
ImageNet,362,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.127,0.1473764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,362,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5166533887386322,0.1377,0.14993873415340409,0.13904,0.88842,0.11158000000000001,0.0
ImageNet,363,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1292,0.1495764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,363,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5029689371585846,0.1377,0.14993873415340409,0.13464,0.8807,0.11929999999999996,0.0
ImageNet,364,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1288,0.1491764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,364,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5132726728916168,0.1377,0.14993873415340409,0.13784,0.88656,0.11343999999999999,0.0
ImageNet,365,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1291,0.1494764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,365,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5138006210327148,0.1376,0.1498387341534041,0.13814,0.88694,0.11306000000000005,0.0
ImageNet,366,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1287,0.1490764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,366,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5136680901050568,0.1377,0.14993873415340409,0.13808,0.88688,0.11312,0.0
ImageNet,367,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1289,0.1492764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,367,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5036279559135437,0.1377,0.14993873415340409,0.1348,0.88106,0.11894000000000005,0.0
ImageNet,368,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.505,0.1294,0.1497764569674848,0.13516,0.88168,0.11831999999999998,0.0
ImageNet,368,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5340693593025208,0.1377,0.14993873415340409,0.14414,0.8977,0.10229999999999995,0.0
ImageNet,369,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1295,0.1498764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,369,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5052869915962219,0.1377,0.14993873415340409,0.13524,0.8818,0.11819999999999997,0.0
ImageNet,370,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1292,0.1495764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,370,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5149748027324677,0.1377,0.14993873415340409,0.13862,0.88758,0.11241999999999996,0.0
ImageNet,371,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1283,0.1486764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,371,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5125725567340851,0.1377,0.14993873415340409,0.13764,0.8862,0.11380000000000001,0.0
ImageNet,372,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1288,0.1491764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,372,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5142936110496521,0.1377,0.14993873415340409,0.13838,0.88726,0.11273999999999995,0.0
ImageNet,373,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.465,0.1275,0.1478764569674848,0.12138,0.85624,0.14376,0.0
ImageNet,373,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.49071818590164185,0.1377,0.14993873415340409,0.13034,0.87302,0.12697999999999998,0.0
ImageNet,374,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.128,0.1483764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,374,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.510417640209198,0.1375,0.1497387341534041,0.13702,0.8848,0.11519999999999997,0.0
ImageNet,375,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.5,0.1282,0.1485764569674848,0.1337,0.87904,0.12095999999999996,0.0
ImageNet,375,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5293705761432648,0.1377,0.14993873415340409,0.14284,0.89532,0.10468,0.0
ImageNet,376,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1287,0.1490764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,376,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5190198123455048,0.1377,0.14993873415340409,0.1397,0.88968,0.11031999999999997,0.0
ImageNet,377,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1287,0.1490764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,377,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5122322142124176,0.1377,0.14993873415340409,0.1375,0.886,0.11399999999999999,0.0
ImageNet,378,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1286,0.1489764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,378,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.504009485244751,0.1377,0.14993873415340409,0.13494,0.8813,0.11870000000000003,0.0
ImageNet,379,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1274,0.14777645696748481,0.12658,0.86612,0.13388,0.0
ImageNet,379,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5110743939876556,0.1377,0.14993873415340409,0.13726,0.88532,0.11468,0.0
ImageNet,380,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1293,0.1496764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,380,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5118083953857422,0.1377,0.14993873415340409,0.13744,0.88576,0.11424000000000001,0.0
ImageNet,381,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.465,0.1291,0.1494764569674848,0.12138,0.85624,0.14376,0.0
ImageNet,381,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.4905514121055603,0.1377,0.14993873415340409,0.13026,0.87294,0.12705999999999995,0.0
ImageNet,382,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1289,0.1492764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,382,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5076424777507782,0.1377,0.14993873415340409,0.13622,0.8833,0.11670000000000003,0.0
ImageNet,383,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1295,0.1498764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,383,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.508749395608902,0.1377,0.14993873415340409,0.13654,0.88382,0.11617999999999995,0.0
ImageNet,384,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1283,0.1486764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,384,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5128722786903381,0.1377,0.14993873415340409,0.13774,0.88632,0.11368,0.0
ImageNet,385,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.485,0.1287,0.1490764569674848,0.12832,0.86946,0.13054,0.0
ImageNet,385,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5103136003017426,0.1376,0.1498387341534041,0.13698,0.88468,0.11531999999999998,0.0
ImageNet,386,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.47500000000000003,0.1287,0.1490764569674848,0.12498,0.86284,0.13715999999999995,0.0
ImageNet,386,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5053997039794922,0.1377,0.14993873415340409,0.13534,0.88194,0.11806000000000005,0.0
ImageNet,387,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1278,0.1481764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,387,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5087003111839294,0.1377,0.14993873415340409,0.1365,0.88378,0.11621999999999999,0.0
ImageNet,388,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1287,0.1490764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,388,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5038770139217377,0.1377,0.14993873415340409,0.13488,0.8812,0.11880000000000002,0.0
ImageNet,389,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1284,0.1487764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,389,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5081286430358887,0.1377,0.14993873415340409,0.13638,0.8836,0.11639999999999995,0.0
ImageNet,390,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.5,0.1285,0.1488764569674848,0.1337,0.87904,0.12095999999999996,0.0
ImageNet,390,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5293179750442505,0.1377,0.14993873415340409,0.1428,0.89528,0.10472000000000004,0.0
ImageNet,391,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1291,0.1494764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,391,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5201985836029053,0.1377,0.14993873415340409,0.1401,0.8903,0.10970000000000002,0.0
ImageNet,392,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.48,0.1284,0.1487764569674848,0.12658,0.86612,0.13388,0.0
ImageNet,392,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5063140392303467,0.1377,0.14993873415340409,0.13564,0.88236,0.11763999999999997,0.0
ImageNet,393,0.15,0.05,50000,0.21688,202,0.90694,0.14978,fixed_price_uniform_ucb,10000,0.020376456967484798,0.49,0.1287,0.1490764569674848,0.13012,0.87262,0.12738000000000005,0.0
ImageNet,393,0.15,0.05,50000,0.21688,202,0.90694,0.14978,original_pac_hoeffding,10000,0.012238734153404082,0.5205022990703583,0.1376,0.1498387341534041,0.1402,0.89054,0.10946,0.0
